Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
632,Magic Mike,167739368,113721571,54017797,2012.csv,2012,0.6779658964733908,0.3220341035266092
633,Morbius,167460961,73865530,93595431,2022.csv,2022,0.4410910433029224,0.5589089566970776
634,Alexander,167298192,34297191,133001001,2004.csv,2004,0.20500634579481888,0.7949936542051811
635,Nutty Professor II: The Klumps,166339890,123309890,43030000,2000.csv,2000,0.7413128023590734,0.2586871976409267
636,Jujutsu Kaisen 0: The Movie,166112236,34542754,131569482,2021.csv,2021,0.20794828142581862,0.7920517185741813
637,Bridge of Spies,165478348,72313754,93164594,2015.csv,2015,0.4369982833041094,0.5630017166958906
638,The Princess Diaries,165335153,108248956,57086197,2001.csv,2001,0.6547243827814403,0.3452756172185597
639,The Huntsman: Winter's War,164989338,48390190,116599148,2016.csv,2016,0.2932928308373478,0.7067071691626522
640,One Piece Film: Red,164824212,12775324,152048888,2022.csv,2022,0.07750878250823975,0.9224912174917602
641,Bringing Down the House,164729679,132716677,32013002,2003.csv,2003,0.8056634226792854,0.19433657732071463
642,Daddy Day Care,164433867,104297061,60136806,2003.csv,2003,0.6342796827857853,0.3657203172142148
643,The Ring Two,163995949,76231249,87764700,2005.csv,2005,0.46483617104468844,0.5351638289553116
644,From Vegas to Macau II,163877532,0,163877532,2015.csv,2015,0.0,1.0
645,Space Jam: A New Legacy,163732928,70592228,93140700,2021.csv,2021,0.43114252497823774,0.5688574750217623
646,The Island,162949164,35818913,127130251,2005.csv,2005,0.21981648828833514,0.7801835117116649
647,The Interpreter,162944923,72708161,90236762,2005.csv,2005,0.4462131109172392,0.5537868890827609
648,Ticket to Paradise,162474955,65215565,97259390,2022.csv,2022,0.40138841706403305,0.598611582935967
649,The Magnificent Seven,162360636,93432655,68927981,2016.csv,2016,0.5754637164638847,0.4245362835361152
650,Memoirs of a Geisha,162242962,57490508,104752454,2005.csv,2005,0.35434823977141144,0.6456517602285885
651,Jack Reacher: Never Go Back,162146076,58697076,103449000,2016.csv,2016,0.36200121179620776,0.6379987882037922
652,Insidious: Chapter 2,161919318,83586447,78332871,2013.csv,2013,0.5162228203060983,0.4837771796939016
653,Scream 3,161834276,89143175,72691101,2000.csv,2000,0.5508300046400554,0.4491699953599446
654,Flight,161772375,93772375,68000000,2012.csv,2012,0.5796562917494411,0.42034370825055883
655,Into the Storm,161502194,47602194,113900000,2014.csv,2014,0.29474642307336085,0.7052535769266391
656,Unbroken,161459297,115637895,45821402,2014.csv,2014,0.7162046233856698,0.28379537661433024
657,The Black Phone,161204742,89887230,71317512,2022.csv,2022,0.5575966865788601,0.4424033134211399
658,The Sacrifice,161047608,0,161047608,2020.csv,2020,0.0,1.0
659,Freaky Friday,160846332,110230332,50616000,2003.csv,2003,0.6853145522771387,0.31468544772286133
660,The Predator,160542134,51024708,109517426,2018.csv,2018,0.3178275181018835,0.6821724818981165
661,Johnny English,160466000,28082366,132383634,2003.csv,2003,0.1750050851893859,0.824994914810614
662,"Three Billboards Outside Ebbing, Missouri",160192031,54513740,105678291,2017.csv,2017,0.3403024461310438,0.6596975538689562
663,Underworld: Awakening,160112671,62321039,97791632,2012.csv,2012,0.3892323987275186,0.6107676012724814
664,Lara Croft Tomb Raider: The Cradle of Life,160099222,65660196,94439026,2003.csv,2003,0.41012189303455826,0.5898781069654417
665,Johnny English Strikes Again,158970776,4412170,154558606,2018.csv,2018,0.02775459811556811,0.9722454018844319
666,Focus,158762963,53862963,104900000,2015.csv,2015,0.3392665517334795,0.6607334482665205
667,Sin City,158733820,74103820,84630000,2005.csv,2005,0.4668432977924931,0.5331567022075069
668,Goosebumps,158260952,80080379,78180573,2015.csv,2015,0.5060021312142745,0.4939978687857255
669,Don't Breathe,157761002,89217875,68543127,2016.csv,2016,0.5655255346311758,0.43447446536882417
670,Hustlers,157563598,104963598,52600000,2019.csv,2019,0.6661665469203109,0.33383345307968915
671,The Matrix Resurrections,157297525,37686805,119610720,2021.csv,2021,0.2395893069519053,0.7604106930480947
672,Ip Man 3,156954938,2679437,154275501,2015.csv,2015,0.01707137751855886,0.9829286224814411
673,The Climbers,156892866,487157,156405709,2019.csv,2019,0.0031050296448788183,0.9968949703551212
674,Mystic River,156595191,90135191,66460000,2003.csv,2003,0.5755936081076717,0.4244063918923283
675,This Means War,156491279,54760791,101730488,2012.csv,2012,0.3499287075288074,0.6500712924711926
676,The Hateful Eight,155760117,54117416,101642701,2015.csv,2015,0.3474407765114866,0.6525592234885135
677,Escape Room,155712077,57005601,98706476,2019.csv,2019,0.36609620845273294,0.6339037915472671
678,The Monuments Men,155641650,78031620,77610030,2014.csv,2014,0.5013543611237737,0.49864563887622626
679,Monster-in-Law,155457327,82931301,72526026,2005.csv,2005,0.5334666599535705,0.4665333400464296
680,The Accountant,155160045,86260045,68900000,2016.csv,2016,0.5559423819450426,0.44405761805495736
681,Bayside Shakedown 2,155138312,0,155138312,2003.csv,2003,0.0,1.0
682,Blade II,155010032,82348319,72661713,2002.csv,2002,0.5312450938659248,0.4687549061340752
683,Maid in Manhattan,154906693,94011225,60895468,2002.csv,2002,0.6068893679113013,0.39311063208869873
684,Lone Survivor,154802912,125095601,29707311,2013.csv,2013,0.8080959161801814,0.19190408381981858
685,The Phantom of the Opera,154648887,51268815,103380072,2004.csv,2004,0.331517516837997,0.668482483162003
686,Yesterday,154608507,73286650,81321857,2019.csv,2019,0.47401434385496005,0.5259856561450399
687,Ride Along,154468902,134938200,19530702,2014.csv,2014,0.8735622397315933,0.12643776026840664
688,Kill Bill: Vol. 2,154116796,66208183,87908613,2004.csv,2004,0.4295974528305143,0.5704025471694857
689,Peter Rabbit 2: The Runaway,153901717,40501717,113400000,2021.csv,2021,0.2631661152942173,0.7368338847057827
690,Monkey King: Hero Is Back,153262397,0,153262397,2015.csv,2015,0.0,1.0
691,House of Gucci,153256235,53809574,99446661,2021.csv,2021,0.3511085470682482,0.6488914529317519
692,Duckweed,152894264,471575,152422689,2017.csv,2017,0.0030843210704098096,0.9969156789295902
693,Chocolat,152699946,71509363,81190583,2000.csv,2000,0.4682998578139641,0.5317001421860359
694,Jackass Presents: Bad Grandpa,151826547,102003019,49823528,2013.csv,2013,0.6718391547164674,0.3281608452835327
695,47 Ronin,151783839,38362475,113421364,2013.csv,2013,0.25274413437388416,0.7472558656261158
696,Red Sparrow,151572634,46874505,104698129,2018.csv,2018,0.30925440670246584,0.6907455932975342
697,Darkest Hour,150847207,56468410,94378797,2017.csv,2017,0.37434176689794463,0.6256582331020554
698,Gods of Egypt,150680864,31153464,119527400,2015.csv,2015,0.20675129656808977,0.7932487034319102
699,A Writer's Odyssey,150123320,160013,149963307,2021.csv,2021,0.001065877040289277,0.9989341229597107
700,"Me, Myself & Irene",149270999,90570999,58700000,2000.csv,2000,0.606755495754403,0.393244504245597
701,Lights Out,148868835,67268835,81600000,2016.csv,2016,0.4518664702387172,0.5481335297612828
702,King Arthur: Legend of the Sword,148675066,39175066,109500000,2017.csv,2017,0.2634945257061463,0.7365054742938537
703,Seabiscuit,148336445,120277854,28058591,2003.csv,2003,0.8108449275564074,0.18915507244359267
704,RED 2,148075565,53262560,94813005,2013.csv,2013,0.35969850933879605,0.640301490661204
705,Spy Kids,147934180,112719001,35215179,2001.csv,2001,0.7619537351002993,0.23804626489970065
706,The Mexican,147845033,66845033,81000000,2001.csv,2001,0.4521290410885836,0.5478709589114164
707,The Angry Birds Movie 2,147792047,41667116,106124931,2019.csv,2019,0.2819307049722371,0.7180692950277628
708,Saw II,147748505,87039965,60708540,2005.csv,2005,0.5891089388687892,0.41089106113121077
709,Swordfish,147080413,69772969,77307444,2001.csv,2001,0.4743865452703073,0.5256134547296927
710,Planes: Fire & Rescue,146965787,59165787,87800000,2014.csv,2014,0.402582044486313,0.597417955513687
711,The Last Witch Hunter,146936910,27367660,119569250,2015.csv,2015,0.18625449521158435,0.8137455047884157
712,The Boss Baby 2: Family Business,146745280,57300280,89445000,2021.csv,2021,0.3904744329766518,0.6095255670233483
713,Angel Has Fallen,146661977,69030436,77631541,2019.csv,2019,0.470677113537069,0.529322886462931
714,Mama,146428180,71628180,74800000,2013.csv,2013,0.4891693661698179,0.5108306338301821
715,Time Raiders,145819137,0,145819137,2016.csv,2016,0.0,1.0
716,The Foreigner,145374099,34393507,110980592,2017.csv,2017,0.23658620921186244,0.7634137907881375
717,Home on the Range,145358062,50030461,95327601,2004.csv,2004,0.344187727268956,0.655812272731044
718,The Exorcism of Emily Rose,145166804,75072454,70094350,2005.csv,2005,0.5171461514024929,0.4828538485975072
719,The Invisible Man,144492724,70410000,74082724,2020.csv,2020,0.4872909725198343,0.5127090274801657
720,PAW Patrol: The Movie,144327371,40127371,104200000,2021.csv,2021,0.27803022200134164,0.7219697779986584
721,Herbie Fully Loaded,144146816,66023816,78123000,2005.csv,2005,0.4580317334237893,0.5419682665762108
722,The Beach,144056873,39785027,104271846,2000.csv,2000,0.2761758336931276,0.7238241663068724
723,Pete's Dragon,143695338,76233151,67462187,2016.csv,2016,0.5305193060612725,0.4694806939387275
724,Spy Game,143049560,62362560,80687000,2001.csv,2001,0.435950729243767,0.564049270756233
725,More Than Blue,142958164,722669,142235495,2018.csv,2018,0.005055108290282743,0.9949448917097172
726,Paranormal Activity 4,142802657,53885000,88917657,2012.csv,2012,0.3773389174404507,0.6226610825595493
727,The Legend of Zorro,142400065,46464023,95936042,2005.csv,2005,0.32629214740878104,0.673707852591219
728,Power Rangers,142337240,85364450,56972790,2017.csv,2017,0.5997337731151735,0.4002662268848265
729,Onward,141940042,61555145,80384897,2020.csv,2020,0.43367004921697855,0.5663299507830215
730,Legally Blonde,141774679,96520674,45254005,2001.csv,2001,0.6808033330126602,0.31919666698733984
731,The Taking of Tiger Mountain,141654055,228984,141425071,2014.csv,2014,0.0016165015537324364,0.9983834984462676
732,Gothika,141591324,59694580,81896744,2003.csv,2003,0.42159772444814486,0.5784022755518552
733,Mona Lisa Smile,141337989,63860942,77477047,2003.csv,2003,0.4518314039405216,0.5481685960594784
734,Scary Movie 2,141220678,71308997,69911681,2001.csv,2001,0.5049472783298774,0.49505272167012254
735,Shallow Hal,141069860,70839203,70230657,2001.csv,2001,0.5021568958812321,0.4978431041187678
736,Trainwreck,140795793,110212700,30583093,2015.csv,2015,0.7827840424180856,0.2172159575819144
737,Sausage Party,140705322,97685686,43019636,2016.csv,2016,0.6942572221966131,0.3057427778033869
738,Girls Trip,140552359,115171585,25380774,2017.csv,2017,0.8194212165446473,0.18057878345535275
739,Step Up Revolution,140470746,35074677,105396069,2012.csv,2012,0.24969381881121355,0.7503061811887864
740,Lion,140312928,51738905,88574023,2016.csv,2016,0.3687394008341127,0.6312605991658873
741,Where the Crawdads Sing,140230760,90230760,50000000,2022.csv,2022,0.6434448476211638,0.3565551523788361
742,The SpongeBob SquarePants Movie,140192993,85417988,54775005,2004.csv,2004,0.6092885683666087,0.3907114316333913
743,Scream,140041405,81641405,58400000,2022.csv,2022,0.582980476381253,0.4170195236187469
744,Mr. Six,139191345,1415450,137775895,2015.csv,2015,0.010169094924688026,0.989830905075312
745,The Admiral: Roaring Currents,138342258,2589811,135752447,2014.csv,2014,0.018720317547513212,0.9812796824524868
746,America's Sweethearts,138307673,93607673,44700000,2001.csv,2001,0.676807518842429,0.32319248115757104
747,Let's Be Cops,138224951,82390774,55834177,2014.csv,2014,0.5960629640592168,0.40393703594078323
748,Escape Plan,137328301,25135965,112192336,2013.csv,2013,0.18303557836923942,0.8169644216307606
749,Death on the Nile,137307235,45630104,91677131,2022.csv,2022,0.3323211919604965,0.6676788080395035
750,The First Purge,137056262,69488745,67567517,2018.csv,2018,0.5070089026650968,0.49299109733490326
751,Annie,136853506,85911262,50942244,2014.csv,2014,0.6277607677804031,0.3722392322195969
752,The Best Exotic Marigold Hotel,136836156,46412041,90424115,2012.csv,2012,0.3391796609662142,0.6608203390337858
753,How Long Will I Love U,136796719,746933,136049786,2018.csv,2018,0.005460167505918033,0.994539832494082
754,Remember the Titans,136706683,115654751,21051932,2000.csv,2000,0.8460065628247304,0.15399343717526962
755,Skiptrace,136579287,0,136579287,2016.csv,2016,0.0,1.0
756,Tom & Jerry,136497537,46536687,89960850,2021.csv,2021,0.3409342616929418,0.6590657383070583
757,The Wind Rises,136454220,5209580,131244640,2012.csv,2012,0.03817822563494189,0.9618217743650581
758,The Jungle Book 2,135703599,47901582,87802017,2003.csv,2003,0.35298682093169836,0.6470131790683017
759,Jack Ryan: Shadow Recruit,135503748,50577412,84926336,2014.csv,2014,0.3732547087922616,0.6267452912077384
760,American Made,134866593,51342000,83524593,2017.csv,2017,0.3806873063072039,0.6193126936927961
761,The Princess Diaries 2: Royal Engagement,134734481,95170481,39564000,2004.csv,2004,0.7063557917293644,0.29364420827063564
762,Last Vegas,134402450,63914167,70488283,2012.csv,2012,0.4755431690419334,0.5244568309580666
763,The Cat in the Hat,133960541,101149285,32811256,2003.csv,2003,0.7550677553623795,0.24493224463762056
764,Pokémon the Movie 2000,133949270,43758684,90190586,2000.csv,2000,0.32668101886632156,0.6733189811336785
765,Point Break,133718711,28782481,104936230,2015.csv,2015,0.21524647362178057,0.7847535263782194
766,The Big Short,133440870,70259870,63181000,2015.csv,2015,0.5265243699325401,0.47347563006745985
767,Zero Dark Thirty,132820716,95720716,37100000,2012.csv,2012,0.7206761029657452,0.2793238970342548
768,A Wrinkle in Time,132675864,100478608,32197256,2018.csv,2018,0.7573239394921144,0.2426760605078856
769,Ghost Rider: Spirit of Vengeance,132563930,51774002,80789928,2012.csv,2012,0.39055874399619867,0.6094412560038014
770,Be Somebody,132326332,0,132326332,2021.csv,2021,0.0,1.0
771,2 Guns,131940411,75612460,56327951,2013.csv,2013,0.5730803733815867,0.4269196266184134
772,Blade: Trinity,131883935,52411906,79472029,2004.csv,2004,0.39740932813386254,0.6025906718661375
773,Save the Last Dance,131706809,91057006,40649803,2001.csv,2001,0.6913614162499374,0.3086385837500626
774,Halloween Kills,131647155,92002155,39645000,2021.csv,2021,0.6988541074055113,0.30114589259448865
775,The House with a Clock in Its Walls,131457147,68549695,62907452,2018.csv,2018,0.521460388912898,0.478539611087102
776,Bewitched,131426169,63313159,68113010,2005.csv,2005,0.4817393634900824,0.5182606365099176
777,School of Rock,131095614,81261177,49834437,2003.csv,2003,0.6198619047621227,0.3801380952378773
778,Munich,130982129,47403685,83578444,2005.csv,2005,0.36190956248695577,0.6380904375130443
779,Man on Fire,130834852,77911774,52923078,2004.csv,2004,0.595497092777695,0.404502907222305
780,A Bad Moms Christmas,130560428,72110659,58449769,2017.csv,2017,0.5523163496369665,0.4476836503630334
781,About a Boy,130549455,41385278,89164177,2002.csv,2002,0.317008431785487,0.682991568214513
782,Cloud Atlas,130482868,27108272,103374596,2012.csv,2012,0.2077534960375028,0.7922465039624972
783,Raya and the Last Dragon,130423032,54723032,75700000,2021.csv,2021,0.4195810445504748,0.5804189554495252
784,Cheaper by the Dozen 2,130154568,82571173,47583395,2005.csv,2005,0.6344085672044949,0.3655914327955051
785,Mean Girls,130125829,86058055,44067774,2004.csv,2004,0.6613449125461479,0.3386550874538521
786,Resident Evil: Apocalypse,129342769,51201453,78141316,2004.csv,2004,0.3958586428592695,0.6041413571407305
787,Warm Hug,129240236,0,129240236,2020.csv,2020,0.0,1.0
788,The Woman in Black,128955898,54333290,74622608,2012.csv,2012,0.4213323379749564,0.5786676620250436
789,Space Cowboys,128884132,90464773,38419359,2000.csv,2000,0.70190776472002,0.29809223527998
790,Pan,128388320,35088320,93300000,2015.csv,2015,0.2732983810365304,0.7267016189634695
791,Space Station 3D,128363881,93383953,34979928,2002.csv,2002,0.7274939980974866,0.2725060019025134
792,Sister,128317206,0,128317206,2021.csv,2021,0.0,1.0
793,Blended,127994610,46294610,81700000,2014.csv,2014,0.36169187124364066,0.6383081287563593
794,U-571,127666415,77122415,50544000,2000.csv,2000,0.6040932143351875,0.39590678566481247
795,Ad Astra,127461872,50188370,77273502,2019.csv,2019,0.393752023350167,0.606247976649833
796,Midway,127420861,56846802,70574059,2019.csv,2019,0.4461341852022174,0.5538658147977826
797,March of the Penguins,127392693,77437223,49955470,2005.csv,2005,0.60786235989218,0.39213764010782
798,Chronicle,126636097,64575175,62060922,2012.csv,2012,0.5099270786906833,0.49007292130931673
799,Walking with Dinosaurs 3D,126546518,36076121,90470397,2012.csv,2012,0.2850818937586256,0.7149181062413744
800,Sex Tape,126069509,38543473,87526036,2014.csv,2014,0.30573191968249835,0.6942680803175016
801,This Is the End,126041322,101470202,24571120,2013.csv,2013,0.8050550437736602,0.1949449562263398
802,The King's Man,125897478,37176373,88721105,2021.csv,2021,0.29529084768481223,0.7047091523151877
803,The Upside,125852517,108252517,17600000,2019.csv,2019,0.860153770305603,0.13984622969439697
804,Detective Chinatown,125842935,474252,125368683,2015.csv,2015,0.003768602504383738,0.9962313974956163
805,Wolf Totem,125837070,210591,125626479,2015.csv,2015,0.0016735211651065938,0.9983264788348934
806,Mechanic: Resurrection,125729635,21218403,104511232,2016.csv,2016,0.1687621458536804,0.8312378541463196
807,Ender's Game,125544024,61737191,63806833,2013.csv,2013,0.49175730578780874,0.5082426942121913
808,Happy Death Day,125479266,55683845,69795421,2017.csv,2017,0.44376929173302626,0.5562307082669737
809,Captain Underpants: The First Epic Movie,125427681,73921000,51506681,2017.csv,2017,0.5893515642691345,0.4106484357308655
810,"Legally Blonde 2: Red, White & Blonde",124914842,90186328,34728514,2003.csv,2003,0.7219824846754399,0.2780175153245601
811,The Family Man,124745083,75793305,48951778,2000.csv,2000,0.6075855110056723,0.39241448899432774
812,Ride Along 2,124605297,91221830,33383467,2015.csv,2015,0.7320862932496361,0.2679137067503639
813,Ray,123971376,75331600,48639776,2004.csv,2004,0.6076531731002163,0.39234682689978373
814,The Time Machine,123729176,56832494,66896682,2002.csv,2002,0.4593297703687932,0.5406702296312068
815,The Theory of Everything,123726688,35893537,87833151,2014.csv,2014,0.2901034334645731,0.7098965665354269
816,Last Christmas,123446172,35150750,88295422,2019.csv,2019,0.28474556505486454,0.7152544349451354
817,Nanny McPhee,123276807,47144110,76132697,2005.csv,2005,0.3824248141014879,0.6175751858985121
818,Big Fish,123218424,66809693,56408731,2003.csv,2003,0.5422053848051165,0.4577946151948835
819,Hide and Seek,123204920,51100486,72104434,2005.csv,2005,0.41476010860605245,0.5852398913939476
820,The Curse of La Llorona,123133739,54733739,68400000,2019.csv,2019,0.4445064321485438,0.5554935678514562
821,The Lego Ninjago Movie,123081555,59281555,63800000,2017.csv,2017,0.4816445079849698,0.5183554920150302
822,The Pirates! Band of Misfits,123054041,31051126,92002915,2012.csv,2012,0.25233731251458863,0.7476626874854114
823,Looking Up,122994583,84267,122910316,2019.csv,2019,0.0006851277344466463,0.9993148722655534
824,Zombieland: Double Tap,122810399,73123082,49687317,2019.csv,2019,0.5954144160056023,0.40458558399439776
825,Dragon Blade,122593849,74068,122519781,2015.csv,2015,0.0006041738684621934,0.9993958261315378
826,Spirit: Stallion of the Cimarron,122563539,73280117,49283422,2002.csv,2002,0.5978949171825073,0.40210508281749274
827,Prisoners,122126687,61002302,61124385,2013.csv,2013,0.4995001788593512,0.5004998211406488
828,Secret Superstar,122026260,0,122026260,2017.csv,2017,0.0,1.0
829,Peter Pan,121975011,48462608,73512403,2003.csv,2003,0.3973158731668407,0.6026841268331593
830,Deepwater Horizon,121790373,61433527,60356846,2016.csv,2016,0.5044202221139433,0.4955797778860567
831,Pride & Prejudice,121616555,38405088,83211467,2005.csv,2005,0.31578832339067653,0.6842116766093235
832,Soul,120957731,0,120957731,2020.csv,2020,0.0,1.0
833,The Nut Job,120885527,64251541,56633986,2014.csv,2014,0.531507307735855,0.4684926922641451
834,Intolerable Cruelty,120801243,35327628,85473615,2003.csv,2003,0.2924442424818427,0.7075557575181574
835,Dora and the Lost City of Gold,120597108,60477943,60119165,2019.csv,2019,0.5014875066489985,0.4985124933510014
836,Instant Family,120556201,67363237,53192964,2018.csv,2018,0.5587704028596588,0.4412295971403412
837,The Pianist,120072577,32572577,87500000,2002.csv,2002,0.27127407284679167,0.7287259271532084
838,The Commuter,119942387,36343858,83598529,2017.csv,2017,0.3030109614210029,0.6969890385789971
839,Extreme Job,119932733,1565885,118366848,2019.csv,2019,0.013056360518358236,0.9869436394816418
840,The Addams Family 2,119815153,56489153,63326000,2021.csv,2021,0.4714691888763018,0.5285308111236982
841,Parental Guidance,119772232,77267296,42504936,2012.csv,2012,0.6451186114658028,0.35488138853419715
842,Road Trip,119754278,68540777,51213501,2000.csv,2000,0.5723451232364325,0.4276548767635675
843,Spy Kids 2: Island of Lost Dreams,119723358,85846429,33876929,2002.csv,2002,0.7170399363505991,0.2829600636494008
844,Wonder Park,119559110,45216793,74342317,2019.csv,2019,0.37819613244026323,0.6218038675597368
845,Allied,119520023,40098064,79421959,2016.csv,2016,0.33549243878575896,0.664507561214241
846,Sahara,119240351,68671925,50568426,2005.csv,2005,0.5759117985152526,0.4240882014847474
847,Unfaithful,119137784,52775765,66362019,2002.csv,2002,0.442980918631154,0.557019081368846
848,I Belonged to You,119107580,744541,118363039,2016.csv,2016,0.006250995948368693,0.9937490040516314
849,The Shallows,119100758,55124043,63976715,2016.csv,2016,0.46283536667331704,0.537164633326683
850,Forever Young,119055731,0,119055731,2017.csv,2017,0.0,1.0
851,Lost in Translation,118685453,44585453,74100000,2003.csv,2003,0.3756606380396088,0.6243393619603912
852,The Purge: Election Year,118587880,79213375,39374505,2016.csv,2016,0.6679719293405025,0.3320280706594974
853,Jurassic Park 2013 Re-release,118192315,45385935,72806380,2013.csv,2013,0.38400072796611184,0.6159992720338882
854,A Cool Fish,118153135,551876,117601259,2018.csv,2018,0.004670853634141828,0.9953291463658581
855,Why Him?,118102725,60323786,57778939,2016.csv,2016,0.5107738707976467,0.4892261292023533
856,Corpse Bride,118090836,53359111,64731725,2005.csv,2005,0.4518480248543587,0.5481519751456413
857,P Storm,117991727,326711,117665016,2019.csv,2019,0.0027689314183866466,0.9972310685816134
858,Saving Mr. Banks,117867984,83301580,34566404,2013.csv,2013,0.7067362753909493,0.29326372460905076
859,Pompeii,117831631,23219748,94611883,2014.csv,2014,0.19705869979852864,0.8029413002014714
860,Magic Mike XXL,117813057,66013057,51800000,2015.csv,2015,0.5603203811271954,0.43967961887280455
861,The Notebook,117812623,81001787,36810836,2004.csv,2004,0.6875476068468487,0.3124523931531513
862,Game Night,117679066,69179066,48500000,2018.csv,2018,0.5878621266419637,0.41213787335803637
863,The Forgotten,117592831,67133509,50459322,2004.csv,2004,0.5708979742140914,0.42910202578590867
864,A Knight's Tale,117487473,56569702,60917771,2001.csv,2001,0.4814956059187689,0.5185043940812311
865,Paycheck,117248958,53790451,63458507,2003.csv,2003,0.4587712498050516,0.5412287501949484
866,Warm Bodies,116980662,66380662,50600000,2013.csv,2013,0.5674498747493838,0.4325501252506162
867,Finding Neverland,116650613,51680613,64970000,2004.csv,2004,0.4430376461030685,0.5569623538969315
868,Freddy vs. Jason,116632628,82622655,34009973,2003.csv,2003,0.7084008687517527,0.29159913124824727
869,Abraham Lincoln: Vampire Hunter,116471580,37519139,78952441,2012.csv,2012,0.32213127872052566,0.6778687212794744
870,Personal Tailor,116126458,375892,115750566,2013.csv,2013,0.0032369195312923434,0.9967630804687077
871,The Chronicles of Riddick,115900534,57761012,58139522,2004.csv,2004,0.49836709121633554,0.5016329087836644
872,Dragon Ball Super: Broly,115757940,30712119,85045821,2018.csv,2018,0.26531328218176653,0.7346867178182335
873,Detective Conan: The Fist of Blue Sapphire,115570314,0,115570314,2019.csv,2019,0.0,1.0
874,Closer,115505027,33987757,81517270,2004.csv,2004,0.2942534873395597,0.7057465126604403
875,Pitch Perfect,115350426,65001093,50349333,2012.csv,2012,0.5635097784554346,0.4364902215445654
876,The Gentlemen,115171795,36471795,78700000,2019.csv,2019,0.31667297535824634,0.6833270246417537
877,The Monkey King 3,115084576,187074,114897502,2018.csv,2018,0.0016255349457081026,0.998374465054292
878,Snow Dogs,115035090,81172560,33862530,2002.csv,2002,0.7056330377104933,0.2943669622895066
879,So Young,114926694,11186,114915508,2013.csv,2013,9.733160861653256e-05,0.9999026683913834
880,Book of Love,114679097,0,114679097,2016.csv,2016,0.0,1.0
881,We Were Soldiers,114660784,78122718,36538066,2002.csv,2002,0.6813377274657393,0.3186622725342607
882,Office Christmas Party,114501299,54767494,59733805,2016.csv,2016,0.47831329843690246,0.5216867015630976
883,Hope Springs,114281051,63536011,50745040,2012.csv,2012,0.5559627816163504,0.4440372183836496
884,Seventh Son,114178613,17223265,96955348,2014.csv,2014,0.15084493100297164,0.8491550689970284
885,My Love,114016434,86252,113930182,2021.csv,2021,0.0007564874375916721,0.9992435125624083
886,Coyote Ugly,113916474,60786269,53130205,2000.csv,2000,0.5336038490798092,0.4663961509201909
887,Insomnia,113714830,67355513,46359317,2002.csv,2002,0.5923195154053346,0.40768048459466544
888,The Score,113579918,71107711,42472207,2001.csv,2001,0.6260588337455922,0.37394116625440776
889,The Dark Tower,113231078,50701325,62529753,2017.csv,2017,0.44776863291895885,0.5522313670810411
890,Pet Sematary,113118226,54724696,58393530,2019.csv,2019,0.4837831880425706,0.5162168119574294
891,White Chicks,113086475,70831760,42254715,2004.csv,2004,0.6263504101617811,0.37364958983821894
892,Insidious: Chapter 3,112983889,52218558,60765331,2015.csv,2015,0.46217702773534375,0.5378229722646563
893,Final Destination,112880294,53331147,59549147,2000.csv,2000,0.47245754870199047,0.5275424512980096
894,Boonie Bears: Blast Into the Past,112367881,0,112367881,2019.csv,2019,0.0,1.0
895,How to Be Single,112343513,46843513,65500000,2016.csv,2016,0.4169667811616324,0.5830332188383677
896,The Exorcist 2000 Director's Cut,112053066,39671011,72382055,2000.csv,2000,0.3540377110252387,0.6459622889747613
897,The Purge: Anarchy,111928365,71962800,39965565,2014.csv,2014,0.6429362208587609,0.35706377914123916
898,"Dad, Where Are We Going?",111870000,0,111870000,2014.csv,2014,0.0,1.0
899,Get Hard,111711453,90411453,21300000,2015.csv,2015,0.809330203591569,0.19066979640843093
900,The Call of the Wild,111202881,62342368,48860513,2020.csv,2020,0.5606182811037063,0.4393817188962937
901,Good Boys,111173598,83140306,28033292,2019.csv,2019,0.7478421810185544,0.25215781898144557
902,The Dukes of Hazzard,111069515,80270227,30799288,2005.csv,2005,0.7227025975579348,0.27729740244206524
903,Mission to Mars,110983407,60883407,50100000,2000.csv,2000,0.5485811676334643,0.4514188323665357
904,Free Birds,110387072,55750480,54636592,2013.csv,2013,0.5050453734292364,0.49495462657076367
905,The Kid,110317580,69691949,40625631,2000.csv,2000,0.6317392839835682,0.36826071601643184
906,10 Cloverfield Lane,110216998,72082998,38134000,2016.csv,2016,0.6540098107190326,0.34599018928096736
907,Buddies in India,110155128,293194,109861934,2017.csv,2017,0.002661646401064506,0.9973383535989355
908,Hoodwinked,110013167,51386611,58626556,2005.csv,2005,0.46709509780770153,0.5329049021922985
909,The 5th Wave,109906372,34916787,74989585,2015.csv,2015,0.3176957474312772,0.6823042525687227
910,Peter Pan 2: Return to Never Land,109862682,48430258,61432424,2002.csv,2002,0.4408253750805028,0.5591746249194972
911,Sideways,109706931,71503593,38203338,2004.csv,2004,0.6517691484779572,0.34823085152204286
912,Treasure Planet,109578115,38176783,71401332,2002.csv,2002,0.3483978803614207,0.6516021196385793
913,Along With the Gods: The Two Worlds,109383972,1908823,107475149,2017.csv,2017,0.017450664526974757,0.9825493354730253
914,Billy Elliot,109280263,21995263,87285000,2000.csv,2000,0.20127388419627065,0.7987261158037293
915,The Hours,108846072,41675994,67170078,2002.csv,2002,0.382889278723811,0.617110721276189
